Date,Time,Location,Operator,Flight,Route,Type,Registration,cn,Aboard,Fatalities,Ground
10/17/1946,00:57,"Laramie, Wyoming",National Air Transport Services,942,Oakland - Chicago,Douglas DC-3,NC38942,12971,13.0,13.0,0.0
11/11/1946,03:30,"Cleveland, Ohio",United Air Lines,404,Chicago - Cleveland,Douglas DC-3 (C-53D-DO),N19947,4873,20.0,2.0,0.0
11/13/1946,03:41,"Lebec, California",Western Airlines,23,Palmdale - Burbank,Douglas C-53D-DO (DC-3),NC18645,11662,11.0,11.0,0.0
12/24/1946,19:19,"Near San Diego, California",Western Airlines,44,Holtville - San Diego,Douglas DC-3 ( C-53D-DO),NC45395,42-68715,12.0,12.0,0.0
12/28/1946,09:19,"Michigan City, Indiana",American Airlines,2207,Buffalo - Chicago,Douglas DC-3 (C-50A-DO),N15577,4805,21.0,2.0,0.0
